COMMENT,LABEL
Thư Thái ừa t đăng ký rồi á ,positive
học trường này hả,neutral
Ấy cái post của mình nè,positive
Duy Phạm lẹ quá nha pà,neutral
Minh Hy để về hỏi bò nhà coi chăn buổi nào,neutral
Nguyễn Hải  bạn thân,neutral
Quang Nghia Tui trãi qua cảm giác đó rồi nèCảm giác cả thế giới sụp đỗ,negative
Đỗ Thị Thanh Thúy thùy linh đã xem nha,neutral
Thiện Trần cám ơn em ,positive
 bạn học khoa sinh à Nghe toàn môn tính đk học,neutral
Lê Hồng Thọ em theo dõi hoặc ib bên page Trung tâm quản lí KTX để rõ hơn nha,neutral
Nguyễn Hữu Gia Trí rao mấy cái cfs rồi mà bạn vẫn không có bồ ,negative
Hôm nào em mở nhạc hát hò tới 6h sáng cho bọn nó tỉnh ra là hết nha em,neutral
Thanh Duy mã nhập học á hả 3 tui mới có mã nhập học à,neutral
  ối drama này có vẻ nặng,negative
Hồi đó tưởng xe số 8 chạy quacuối cùng phải bắt 89 vòng về á,positive
Lê Thị Hồng Cúc thánh đoán đây rồi 3,neutral
bác ơi phạm phong thuỷ sao vậy ạ,neutral
 thằng đăng kí ở chung kết quả là  thằng ở  phòng liên tiếp ,neutral
ai biết vô nhầm cfes mới hay,neutral
 xin dời,neutral
Câu chiên buồn Trần Minh Khoan,negative
 UIT có Kỹ thuật sư Robot à ,neutral
Trinh Vu ôi t muốn sống trong yên bình ,negative
Cung Thanh Nguyen tội sao,neutral
 haha vì đam mê ,positive
Ngọc Hà  ơ m không thấy điều m tiên đoán xuất hiện rồi à ,neutral
Hưởng Quốc An cảm ơn bạn,positive
Tại sao có thể tạo nghiệt như vậy chứ,positive
 6 rưỡi tập trung rồi nên cứ cố gắng nhé em ,positive
 Để tóc dài bth nhen e sẽ bk mình đẹp hay bần khi để tóc dài mà học Tự Nhiên,neutral
Võ Thanh Nhật Anh  mác 123 bắt buộc học hết đó bé ơi ,neutral
quạt tự trang bị hoặc tự thay không ai thay đâu ,negative
Ny Ny Lê đây,positive
 Nhung Tô Ngọc sống cái bang cũng vu,neutral
Nguyễn Minh Cường em cảm ơn ạ,positive
Thư Minh ở dòng thời gian khác ,neutral
Năm đó mình mát tay quá ,positive
Ngọc Yến mi tu mi tu ,positive
Thanh Trà để c viết 1 cfs cho Thanh Chà của c nhe,neutral
 ủa m ăn không được đạp đổ hay gì,neutral
Chào bạn mình TSV khoa KHMT CLC làm quen bạn Ad friend mình đi bạn 	,positive
Lê Như Hảo Ngô Chi Bảo khóc nuôn,negative
anh chơi bê đê không anh  3,neutral
Hà Trúc Ly đù kinh nghiệm dữ bây,positive
 Mai Anh Nghĩa bạn đăng bài à ,neutral
Oanh Kiều chốt đơnV,neutral
Mình vừa đổi avt rồi nha Không để hình đv nửa,neutral
ơ gì thế,neutral
Lyn Lyn dắt mình đi nào ,positive
Yen Phuong Nguyen lạ ghê ớ,neutral
tính đọc hết để xem thế nào nhưng dài quá nên thôi ,neutral
Hình như chúng tôi buông thả các anh ngoại bang quá nên dạo này láo nháo thì ,negative
An Lam thằng đó có giữ tranh picas không m ,neutral
Nguyễn Mạch Thanh Vy hóng với,neutral
 không ít bằng khoa ktmt đâu em   một cái cứng một cái mềm 	,positive
Ngụy Bảo Trâm ủa Ăn ở s để bị ngta doạ quài rồi trách,neutral
Yang 5 năm rồi m có bao giờ nghe t dạ chưa,neutral
Nt Huyền Trinh không phải Thái Thanh âu nha haha,positive
Bren Phan ai nói T chưa nghe ai nói hết á,positive
Thế thì cơ hội trúng tuyển sẽ thấp hơn,neutral
Vân thiệt vậy hỏ ,neutral
Thủy Nguyễn  T thì là ví dụ gì Mấy đứa chúng m mới là ví dụ chứ,neutral
Nguyễn Nguyễn t đương bất bình cho cô gái ấy mừ,negative
đi làm nông đi bạn ,neutral
Đăng Lâm cái 6 là sao nhỉ,neutral
tại sao bạn không nghĩ là trường khác như trường bạn qua thực hành như bạn rồi chôm lun của bạn,neutral
Trần Vũ Mạnh m xàm gì trên đây đó ,negative
 dưới 55 ms đc học cải thiện mà nhỉ  t cx muốn học cải thiện mà trên mất rồi ,negative
Dương Đinh tag con này nè Hà Nguyễn,neutral
Nguyễn Ngọc Nữ ơ kìa N ,neutral
D5D6 lại ngược ,neutral
 bạn chơi đồ ít thôi kẻo lag ,positive
Bạch Ngọc Mai jiso visual ,neutral
 Chính trị đó bạn ,neutral
  Chị Mai Bùi said  em tuổi nhé,negative
Anh quen không được thì đưa em nhé ,positive
Nguyễn Việt Dũng a cũng thấy tiềm năng ,positive
 nên đi tìm cái nết về  trước khi ,negative
Mẹ lướt đâu cũng thấy ,negative
Khương Duy chào đồng hương,neutral
Hà Giang giữ bí mật dị là tốt,neutral
Hic,negative
ráng lên nha em,positive
Pé Hữu dắt nhau đi nào,positive
Cám ơn bạn đã nói lên nỗi lòng canh cánh bữa giờ của mình,positive
Linh Phương mình nên đi gth cho các bạn về VP bank online meomeo ,positive
Dương Hải thấy idol Hải đi với Lam quài ai dám cua ,negative
Huyen Trang Tran Có gì mà biết với không ,positive
yêu xa giữa hai thành phố SG và Thủ Đức nhắm được không,neutral
 hình bên dưới,neutral
Lyn Lyn  sao giống ai đó ,neutral
Nguyễn Thu mình hiểu mà,neutral
 nghe mùi Dương Khánh,neutral
Ib bạn chủ thớt ơi Mình cũng muốn tìm người học cungd,positive
không ai nỡ xé ,positive
 bận quá cũng đừng bi quan nha b mình cũng là ng bận rộn muốn thử không hử ,positive
Tui biết bạn  sẽ kiếm gì  nà ,neutral
Trần Khánh Duy lươn lẹo ,negative
Phan Minh Đạt t là gì vậy	,neutral
  Chắc con bé kia không xinh bằng crush chứ gì,positive
Nhđ Hạnh  chúng ta,neutral
Nga Nguyễn đúng là anh em tốt của ta,positive
hóng ông địa quẫy vinahouse,positive
Võ Như Ý cứu quàng hậu ,positive
Khiem Duy Do học vận chuyển màng tb đi ạ,neutral
Đình Lộc đúng là nguomcungbetla ,neutral
Tấm nào cũng bị xé trừ tấm này,positive
 giáo viên tuyệt vời nhất  thằng cùng bàn 	,neutral
thích ờ không,neutral
Nguyễn Huyền Trang nông lâm qua tự nhiên chi vậy bạn,neutral
Trương Pháp nố nồ t đang nói đến han phương,neutral
Vũ Hưng này chắc bạn thế học rồi ,neutral
Đoan Trang chị có cần ly PL để chữa lành tâm hồn hông 3,neutral
Mong năm sau được vào đây chào mấy anh chị 3	,positive
Hương Hoa Huệ e ra trc đi nghe trống tụi chị ra ,positive
Nguyễn Thanh Trà ráp phót thầy đeo tai nghe đàng hoàng mà thầy năm hai mà,neutral
Đoàn Lộc ATM KTX còn có tên khác là máy đo nhân phẩm đấy ,negative
Phương Linh Trâm bảo muốn có ny mà zay đó,neutral
Vi Nguyễn  đúng ý t đấy ,positive
Cđ Nguyễn Thành Vinh chuyên gia lấy vòi xịt thay cho sxtoy,neutral
Thúy An nam mô,positive
Dạ em cảm ơn mọi người ạ,neutral
Quoc Trung đk không đc t muốn khóc luôn rồi mà ông còn cười đc hichic,negative
nghe mùi nhân văn,neutral
  tăng tăng tăng tằng tắng tăng tằng tằng tằng ,positive
Minh Trân có mỗi con Nghi mê chứ có ai ăn đâu,neutral
Huỳnh Đức Tân Số 2 3 ít có nghiệp lắm  ,negative
Đại Trí Vy nó toàn bảo anh không có ai theo đuổi  Đúng thứ lươn lẹo,negative
Nguyễn Lực sao Sao Sao Sao,neutral
Nguyễn Phúc Tân  giống mà,positive
Trung Nguyễn gái đẹp nói chuyện cộc lốc ngta gọi là kiêu kì gái xấu ngta gọi là md,neutral
Lương Diệu Tiếp nghe đồn bé học khoa HT ,neutral
Đỉnh cao của tự luyến nè Yen Phuong Nguyen,positive
Khôi Mai hẹn ở cổng trường nha ,positive
Huy Hoàng tui có ,neutral
 ATTT clc thì khả năng cao là được nhe  tự tin lên,positive
Đăng Đô  Đô bị tối cổ rồi nè anh Kha Lê,negative
Đang cày 60 mà mông lung quá,negative
Còn cái sự tích ngáo ngơ bắt xe 38 đi qua l nữa,positive
mỗi lần có chuyện bql cũng chỉ biết nói mỗi câu đó sáo rỗng đùn đẩy trách nhiệm ,negative
Huy Son bấm F cho chủ cfs ,negative
Thiện Nhân trol thầy Ba á bạn,neutral
 bạn của Leo Đình Bảo hả ,neutral
Châu Minh Trương  không bạn ơi giọng mình chỉ có dis nhau là perfect thôi chứ thích hổng nổi,negative
Quốc Hào  mình cũng Minh Hoàng nhưng mình F2,neutral
 Em đừng lo rồi chúng ta sẽ trở thành anh em tốt cả thôi ,positive
Đào Quốc Cường t ăn xong vẫn ế sml,positive
 trước giờ đóng tiền mặt quen rồi giờ đóng tiền online tụi em không quen ,negative
 HÔNG CÓ CHI,neutral
Nguyễn Hoàng  vậy điểm giả đấy anh,neutral
Đúng dân số ngày càng đông nhỉ,neutral
Minh Chánh này là kết quả mà  điểm phải công bố trước chứ,neutral
Nam Đặng có Thúy Diễm nè,positive
Em cảm ơn ạ,neutral
Phan Quốc Thiều  làm phước quá giờ em đâu có tí phước nào đâu thầy ,neutral
Phương Quỳnh nhắc tóc hồi bạn Chin bùn á tốn 400k nhuộm nhưng nhuộm như không mà thoi ,positive
KTX có điều hoà không ạ,neutral
Nhã Phương nhớ cái muỗng nhựa hông ,neutral
Trong khi trường mình đăng quả địa cầu muốn xoay đầu bọn 2k2 tụi em,neutral
Trinh Mai Lê Kiều ra đón tiếp Kế Hoàng Hậu Ô Lạp Na Lạp thị đi kìa ,positive
xin to đi anh số 2 e cần rip vài ac ,positive
Em cũng là tân sinh viên ạ,neutral
Lê Nguyễn Minh Trung vui nhỉ,positive
Trương Thị Thùy Linh đuổi thì đi thôi chứ biết làm gì ,negative
Hít thật sâu,neutral
Nguyễn Xuân Mai xem e chị kìa,neutral
Hoàng Phong mình tưởng học cải thiện học phí cũng vậy chứ với lại cứ còn slot thì học thôi,neutral
Hoàng yến a đù fan cứng luôn,neutral
What già ngta còn tưởng a năm 2 đấy,neutral
 trg hc là nhà nên ở nhà bận đồ ngủ là bth nha vHK lẽ ở nhà mà bận đồ vest đồ dạ hội ,positive
 Đẹp trai mọi chuyện sẽ khác ,positive
  lời khuyên của 1 thằng đầy kinh nghiệm như mình thì cho nó bay màu đi ,positive
Khoa Ng em bị chơi ngãi á Mới kiu thầy trục dong rồi nè không có đi cmt từa lưa nữa đâu ,positive
đi học thấy 1 bạn nữ toàn ngồi chung tới 2 3 bạn nam  ậy sao dám làm quen ,negative
Trinh Diễm Bảo Ngọc chợt nhớ hai bạn,positive
 học ít thôi bạn ei ,neutral
Ming Quân lêu lêu bạn quân ở với trai cho m đóng mạng nhện thêm 4 năm nè con ,negative
Vân Phạm tầm đấy hình như mih chưa đc vào ktx không thì cũng đi ăn mừng rồi vậy,negative
Hạnh Võ  sale up to 90 cặp vòng cíu quàng quạo ,positive
 Bỏ đi ra trường là quên,neutral
Phan Thiện Nhân lên page trường bạn nghe ngóng đi bạn êi,positive
Rốt cuộc trường mình đã công bố điểm,positive
Trần Mai Mai nếu đã chọn chốn này rồi thì xem nè,positive
Thanh Hà nước đi này mị chưa lường trước được,positive
t ở C6 hằng ngày m ơi,neutral
Huỳnh Vũ hình như hackerman nhìn thấy gì đó ở A1 ,positive
Hoàng Oanh Lâm Nguyễn a m8 là quá hợp gu chứ gì nữa,neutral
Diểm Huỳnh ủa sao t biết vậy,neutral
 Ủa rồi 102 mà tòa nào mới được bạn ,neutral
KTX ĐHQG Confesions trả lời vô trách nhiệm,negative
Trình Vũ bữa bị linh vật xiên vài phát,negative
Gà Nac cạn lời ,negative
Quang Huy  đang bực bội lắm nè,negative
Nguyễn Thị Thảo Nguyên dạ oke em ạ ,neutral
Phan Thu Thủy cho toi xin ,neutral
Quang Thiện Khối C 285 Báo Chí chớ nhiêu,neutral
Thẳng thì hiêủ mà kín là sao,neutral
 em phải trực tiếp nộp Mà nếu em đậu rồi thì em yên tâm,neutral
 nữ IT thì mình có thể tự làm ng đàn ông của đời mình ,neutral
Nguyễn  tuy là không nằm top đẹp trai mà được cái dân bất động sản lâm đồng,neutral
Đình Phong chấp nhận ,neutral
ôi đọc cái cfs của bạn mà thấy tủi thân cho trai TNhien quá p/s mình là trai tự nhiên,neutral
 đặc sản cmnr 1 là nói thẳng thắn 2 là chấp nhận không có than ,neutral
Nghiên Nghiên hồi trước bạn ở tầng mấy ,neutral
Vương Mỹ Hoan Trinh muốn ăn hotpot hic hic,negative
Khôi Hoàng nói chuẩn ,positive
Hikoto Michio hình như là vậy ,neutral
Hà Trần chỉ tiếc diva Chần Chừ không làm biu ty lóc gơKo là xé loz hết các main pop cùng thời ,negative
Lê Công Hầu chắc nói m đó  ,neutral
Kim Thoa số 1 kìa,neutral
hài vậy mn,positive
ăn có 1 cây còn không ăn hết này,positive
Hảo bắn sdt t trả 28k trà sữa ,neutral
Lý Uyên Nhi Giờ còn sợ hông,neutral
Cmt lấy fan cứng,neutral
Tú Trương gửi e giai nụ cười kb,neutral
Luyến Lê ngu,negative
Lê Nguyễn Phương Nhi t nên đặt hạn chế theo dõi cho m,negative
Tại vì bận chơi bede nhe ,negative
Anh chị cho em hỏi học Nhân Văn thì nên ở KTX khu A hay khu B ạ,neutral
Giang Phan Xuân Ơ cậu này ngộ ghê Tớ có biết ai tên Hoa Phương đâu,negative
 Nếu em là nam thì inb cho page này nhe Mng vui vẻ hoà đồng lắm em yên tâm ,positive
Bích Phượng gáy sớm ăn gì ,neutral
The Vinh anh không ác vậy đâu chỉ buông tha nó từ tầng 15 xuống đất thôi,neutral
Ngon lắm luôn ngày nào cũng ăn ,positive
 tag liền Nguyễn Thị Ngọc Hân,positive
Se Ho chị thì về đây với em chạy đi đâu sang này làm gì để bị đám đàn ông này ăn hiếp vậy ,positive
Hoàng Đình Kim Long 30 chứ nhiêu,neutral
Trần Khánh Duy m hả,neutral
Đỗ Thị Ngọc Bích thôi chuyển rồi bớt nghiệp đi bạn êi,negative
 có	,neutral
Long Pham  nói chính m à,neutral
Ngọc Quí đọc thì có vẻ không giống chọc cho lắm,positive
Chào mấy bạn ạ mk TSV	,neutral
Hai trường thông nhau đúng cả nghĩa đen lẫn nghĩa bóng ,positive
Nguyễn Hoàng  đậu để gặp các anh nữa chớ ,positive
các bé nhìu drama vl,negative
phải tu mấy kiếp mới gặp được người ro thiện làn nài đó nha cu nhang,positive
Hường Vir ơ  mình làm quen nha ,neutral
Quyen Nguyen  có muốn nuôi nó không chuyển giao lại cho nè,neutral
Nguyễn Phúc Thịnh  cái đó tùy tâm tác giả thôi bạn Đã cay thì cỡ nào cũng phốt hà,neutral
/Cmt ké/ đến giờ vẫn có người nghĩ điểm cao hơn là trình cao hơn luôn à,negative
huhu đồng cảm,negative
  có thể ib nhé 3,neutral
Da Yea 333 đau,negative
Đọc xong và biết mình không có vé vào UIT,negative
Võ Nhật Cường máy yếu linux hơi ngon nha bro,positive
Avatar nhìn như kem đánh răng ,positive
Ngọc Mai  t còn ngồi nghe và điểm danh hộ m ,neutral
Lỡ là con trai thì sao ô,neutral
Cat Tuong cố lên emcòn nhiều cái em tưởng vậy mà nó hỏng phải vậy,positive
 riêng Nhân văn thì phải nộp học phí rồi mới được đk ktx á bạn,neutral
Quách Đình Tiến em nổi tiếng vậy cơ à,positive
Ông số 1 bà số 2 liên hệ với nhau đi ,positive
Cho e hỏi tân sinh viên BK được đăng kí ở khu B không ạ,neutral
Đại Nguyễn vậy là bạn đó kiếm thầy rồi á,neutral
 chơi đồ chất lượng đấy,positive
 đại trà 27 điểm cười ỉa,positive
Phan Vũ Quang TháiPhan Vũ Quang Thái nghe đồn anh kinh nghiệm đi xe hong ghê lắm mà,negative
 cùng câu hỏi,neutral
Trương Tuấn Khôi yến mệt mỏi yến mệt mỏi lắm Koi à ,negative
Huyền Trang ya t thả haha cho m tiếp ,positive
Mọi người cho em hỏi 2615 năm nay có thể zô được khoa học dữ liệu không ạ,neutral
 Trần Mẫn Mẫn xem thằng dbr này nó thể hiện cái gì nè	,negative
Như Trúc đợt m qua t tắm kénhớ số 24 không ,positive
Đặng Xuân Sang huhu gắt quá,negative
Sự thật mà là zậy chắc có lẽ do học quân sự êm đềm quá nên bạn N tạo điểm nhấn chăng ,neutral
Medic Marine  thế sư đệ có ế không,neutral
Mỹ TrinhBích Nhung mình không biết ma cỏ ở đâu chứ hồi còn ở là cứ 11 12h đêm mình hay bị lên cơn,positive
Nguyễn Đức Trọng gì đây clc ngành khác mà th này,neutral
Nguyễn Tuấn Kiệt toi thì có duy nhất cái thẻ bidv thui nên tui mừng vl,positive
